post_id,source,text,label
13702738_gab,gab,not worry long two people world war look christians want shed black muslim blood keep america bleached,hatespeech
1179085693244641283_twitter,twitter,years genderist gay men watched lesbian community pressured denying female homosexuality centering males not give shit finally turn deny sexuality suddenly problem okay,normal
13338889_gab,gab,kike loving shabbos goys would follow advice dude,hatespeech
3009506_gab,gab,USER used term arab describe moslems pointed not arabs moslems not moslems arabs got butthurt runalongsnowflake,normal
722790541268627456_twitter,twitter,no homo smokin penises,normal
1179087804879511552_twitter,twitter,men even deny queer wage gap wanna kill,normal
1107157613320400898_twitter,twitter,USER asshole muslims kills hindus kashmir reason dont deserve sympathy,hatespeech
22877517_gab,gab,islam see aweful things no wonder not want even good peeps among doubt ideoligy islam good peeps bad humans,offensive
13843144_gab,gab,know catalonians muslim sand niggers want create sand nigger state europe right,offensive
1270582964418514944_twitter,twitter,USER counting women,normal
1195371199989202946_twitter,twitter,USER USER actually arab muslim hate spicy food many ppl know lmao,normal
1989745_gab,gab,USER anyone life thinks wrong uncover pedophilia provide info law enforcement babysit kids find real retard,offensive
8081946_gab,gab,not ban islam make supporting political islam embarrassing support labelled parvenu numbskull thicko moron make not unacceptable laughable virgins heaven killing virgins stupid poor thing manchester,offensive
12180175_gab,gab,whoever desperately trying fire race war america must not realize decent patient accepting forgiving us white devils really point somebody something unforgivable like using us scapegoat history horrible decisions,offensive
22707866_gab,gab,righto change hillbilly name boss hogg indeed,normal
6326106_gab,gab,swan tuonela muslim ghetto experience vibrant diversity stockholm immigrant neighborhood rats beggars boarded windows,hatespeech
1179084191536963588_twitter,twitter,kanye performing room full white folks ones purchased tickets lol,normal
1080861105604284416_twitter,twitter,USER USER not believe reid uses words negro dialect personal vocabulary,normal
9988840_gab,gab,vile racist ghetto ass dumber retarded tree snail woman could not win presidency neighborhood poo picker uppers organization,offensive
1179072782929465345_twitter,twitter,USER USER tiny minority trans even grc effectively self id already practised women girls already raped prisons changing rooms etc solution problem,normal
1179073382375182337_twitter,twitter,USER no not kill event would sad loss necron community,normal
11652720_gab,gab,afraid raped,offensive
16938659_gab,gab,also call canadian boycott muslim businesses no canadian support filthy muslim pedophiles determination subjugate murder christians replace white population shit skin muslims,hatespeech
20877745_gab,gab,fellow capitalist youve called nazi enemy welcome,offensive
1130866541606645760_twitter,twitter,makes reby look even like bitch smh,offensive
24171592_gab,gab,fuk every jew u part bolshevik jews killed million christians fuk u dog shit,hatespeech
12683412_gab,gab,would not mind bitch slapping around several minutes sure,offensive
3425198_gab,gab,app store bigtech bitch banned anytime lose revenue long approval process best case not progressive web apps apple bitch,normal
7711217_gab,gab,sounds like moslem men no self control whatsoever,normal
6780068_gab,gab,advice kike snake law kushnah trump appointed neo cohen war monger assholes like mattis dothead haley tonight predictable result,hatespeech
1178887585831280640_twitter,twitter,woke ncr propaganda spray painted onto trailer means war kimball gay faggot,offensive
1178675122682642433_twitter,twitter,white guy witch hunt white guy lynch mob white guy country throw faggots rooftops,normal
23632868_gab,gab,hahahahahahahahahaha retarded coward fades distance screaming really know guessing morbidly overweight teen dressed like australian nightmare living grandma,normal
22641941_gab,gab,generally speaking greater supply means lower demand means lower wages whatnot also generally speaking people saying everyone code faggots reciting inane platitude acting complete disregard actual future labor market conditions typically detriment white people,offensive
22672128_gab,gab,not surprised thousands iq sand niggers lack intelligence understand malthusian trap look forward days egyptian arabs resort slaughtering millions niggers enough fresh water drink,hatespeech
1179041105507241984_twitter,twitter,USER USER mean multiple women raped assaulted not enough give power,normal
1209030898886283268_twitter,twitter,USER parts india awful immigrants not become western west ppl forget,normal
19035048_gab,gab,shitpost not equate starting topic spew random statements defending fucking sand niggers iran disgust good muslim mutilated dead muslim end discussion deusvult,hatespeech
1198703998158737408_twitter,twitter,USER might well added immigrants considered no crb checks required,normal
24530370_gab,gab,good thing nazi dumbasses hold national convention phone booth young dumbass nazis little bitty space heard get people one,offensive
11837421_gab,gab,yes no real issue redistribution wealth ideally immigrants would initially ineligible food stamps health insurance etc ca proposition187 passed points overturned surprise thcircuit starvethebeast fix problem,normal
21229536_gab,gab,new gab high hopes good app right bat unknown women offer sex ugh disgusting unamused_face,offensive
1188528732077613056_twitter,twitter,USER looking asians one age badger baddie aint thumbs_down person_gesturing_NO male_sign hundred_points,offensive
15848435_gab,gab,f cking censored kike dirty trick white nationalism normal healthy european societies countries hardly wait till filthy slimy rat kike blood flows thick streets,hatespeech
1179041388123561984_twitter,twitter,USER jihadi funded money not hell trying say,normal
24188360_gab,gab,give couple minits racist cocksucker ghetto alley real fuckin pig parasite black people true factual carrion bastard,offensive
1187894714718216194_twitter,twitter,not trust bitch follower friend like pet,offensive
12762394_gab,gab,joke lizard people control world look pic broke jews control world lizard look jews look woke jews control world transforming lizard people concentrated sin sloke lizards tricked thinking apes,hatespeech
1178724498297651200_twitter,twitter,shoutout every cishet man crush faggots,offensive
22314061_gab,gab,waffin ss ghetto punk would worse,offensive
1178744290643775488_twitter,twitter,news nigga lorenzo hitting uk,normal
13246316_gab,gab,welp another day zuck cuck really hate word faggot hook faces,offensive
1178911850806693888_twitter,twitter,USER take ya nigger ass bed,normal
1178020399084388352_twitter,twitter,USER USER feel camel jockey terms,hatespeech
20695646_gab,gab,typical pos nigger,hatespeech
1106169456231747585_twitter,twitter,taehyung really like rm world bitch think special pensive_face,normal
16082134_gab,gab,welp drunken psychotic rage thot nigger please lock youself teh night prank bro,hatespeech
1246071447644143617_twitter,twitter,lol im worried post dressing bts albums pics someone gonna bash muslim posting outfit,offensive
26824865_gab,gab,duterte said would sort brighton gotta get best job not care chink paki nigga task,offensive
24894439_gab,gab,yea bet white nationalist real big traitor maybe not like kike puppet nothing immigration retard,hatespeech
1178907417305845760_twitter,twitter,go ona bitch page see boo ight click nigga page crickets cold world skull,normal
5311962_gab,gab,day immigrants mexicans literally nothing days without groups day w asians car accidents fall time low math left unsolved,offensive
1178755107552411649_twitter,twitter,USER murderous muslims jihadis raped murdered kashmiri pandits watched sidelines encouraged cleansing gandhi slept naked young women found ways get hindus butchered deal,normal
13681705_gab,gab,believe not one lucky niglets,hatespeech
1178782937652826112_twitter,twitter,USER USER white supremacy white ethnonationalism not actually interchangeable white separatists discuss race realism average iqs overall economic success races tell jews asians rank well whites,normal
